business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,neighborhoods,sf_find_neighborhoods,current_police_districts,current_supervisor_districts,analysis_neighborhoods
1796,Philippine Delicacies,5609 MISSION St,San Francisco,CA,94112,37.711286,-122.446607,POINT (-122.446607 37.711286),Unknown,1796_20171114,2017-11-14,80.0,Routine - Unscheduled,1796_20171114_103144,Unapproved or unmaintained equipment or utensils,Low Risk,58.0,58.0,9.0,1.0,7.0
2716,Red A Bakery,634 CLEMENT St,San Francisco,CA,94118,37.782888,-122.466101,POINT (-122.466101 37.782888),14155668881.0,2716_20161027,2016-10-27,82.0,Routine - Unscheduled,2716_20161027_103120,Moderate risk food holding temperature,Moderate Risk,5.0,5.0,8.0,4.0,11.0
36022,Wok In Chinese American Food,50 MENDELL St 6,San Francisco,CA,94124,37.743419,-122.383536,POINT (-122.383536 37.743419),Unknown,36022_20170223,2017-02-23,73.0,Routine - Unscheduled,36022_20170223_103157,Food safety certificate or food handler card not available,Low Risk,76.0,76.0,2.0,9.0,1.0
2085,Kentucky Fried Chicken #249,691 EDDY St,San Francisco,CA,94109,37.783053,-122.418988,POINT (-122.418988 37.783053),14155672641.0,2085_20181023,2018-10-23,65.0,Routine - Unscheduled,2085_20181023_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20.0,20.0,5.0,10.0,36.0
5919,San Francisco Day School,350 MASONIC St,San Francisco,CA,94118,37.777988,-122.446877,POINT (-122.446877 37.777988),14155932422.0,5919_20170120,2017-01-20,96.0,Routine - Unscheduled,5919_20170120_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,97.0,97.0,7.0,11.0,18.0
273,Hai Sun Restaurant,3137 LAGUNA St,San Francisco,CA,94123,37.800133,-122.431064,POINT (-122.431064 37.800133),Unknown,273_20171002,2017-10-02,75.0,Routine - Unscheduled,273_20171002_103144,Unapproved or unmaintained equipment or utensils,Low Risk,15.0,15.0,4.0,6.0,13.0
58,Oasis Grill,91 Drumm St,San Francisco,CA,94111,37.794483,-122.396584,POINT (-122.396584 37.794483),Unknown,58_20190627,2019-06-27,83.0,Routine - Unscheduled,58_20190627_103156,Permit license or inspection report not posted,Low Risk,108.0,108.0,6.0,3.0,8.0
36571,Pagan Restaurant,3199 CLEMENT St,San Francisco,CA,94121,37.781558,-122.493393,POINT (-122.493393 37.781558),Unknown,36571_20170818,2017-08-18,85.0,Routine - Unscheduled,36571_20170818_103142,Unclean nonfood contact surfaces,Low Risk,8.0,8.0,8.0,4.0,29.0
59178,Little Delhi India Restaurant,83 Eddy St,San Francisco,CA,94102,37.784394,-122.409047,POINT (-122.409047 37.784394),Unknown,59178_20190822,2019-08-22,89.0,Routine - Unscheduled,59178_20190822_103144,Unapproved or unmaintained equipment or utensils,Low Risk,19.0,19.0,5.0,3.0,36.0
2315,Taqueria Can-Cun,2288 MISSION St,San Francisco,CA,94110,37.760487,-122.419285,POINT (-122.419285 37.760487),14155259560.0,2315_20180917,2018-09-17,81.0,Routine - Unscheduled,2315_20180917_103132,Improper thawing methods,Moderate Risk,53.0,53.0,3.0,2.0,20.0
37879,Cafe Mystique,464 CASTRO St,San Francisco,CA,94114,None,None,None,Unknown,37879_20170810,2017-08-10,75.0,Routine - Unscheduled,37879_20170810_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
1304,Rain Tree Cafe,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,POINT (-122.464961 37.764128),Unknown,1304_20180711,2018-07-11,87.0,Complaint,1304_20180711_103157,Food safety certificate or food handler card not available,Low Risk,109.0,109.0,10.0,11.0,14.0
3665,Tower Carwash,1601 Mission St,San Francisco,CA,94102,37.772025,-122.419112,POINT (-122.419112 37.772025),14155559274.0,3665_20180208,2018-02-08,88.0,Routine - Unscheduled,3665_20180208_103139,Improper food storage,Low Risk,32.0,32.0,1.0,10.0,20.0
2234,Kam Lok Restaurant,834 Washington St,San Francisco,CA,94108,37.795118,-122.407083,POINT (-122.407083 37.795118),Unknown,2234_20161018,2016-10-18,83.0,Routine - Unscheduled,2234_20161018_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,104.0,104.0,6.0,3.0,6.0
384,Rinconsito Salvadoreno,3829 MISSION St,San Francisco,CA,94110,37.73571,-122.424528,POINT (-122.424528 37.73571),Unknown,384_20190321,2019-03-21,73.0,Routine - Unscheduled,384_20190321_103154,Unclean or degraded floors walls or ceilings,Low Risk,61.0,61.0,9.0,2.0,2.0
3661,La Cumbre,515 VALENCIA St,San Francisco,CA,94110,37.764553,-122.421826,POINT (-122.421826 37.764553),14155868205.0,3661_20161012,2016-10-12,74.0,Routine - Unscheduled,3661_20161012_103131,Moderate risk vermin infestation,Moderate Risk,53.0,53.0,3.0,2.0,20.0
2933,Castagnola'S Restaurant,286 Jefferson St,San Francisco,CA,94133,37.808098,-122.417194,POINT (-122.417194 37.808098),Unknown,2933_20170807,2017-08-07,83.0,Routine - Unscheduled,2933_20170807_103107,Improper reheating of food,High Risk,99.0,99.0,6.0,3.0,23.0
6800,Arts Valero,2985 San Bruno Ave,San Francisco,CA,94134,37.724053,-122.402069,POINT (-122.402069 37.724053),Unknown,6800_20190812,2019-08-12,87.0,Routine - Unscheduled,6800_20190812_103157,Food safety certificate or food handler card not available,Low Risk,91.0,91.0,2.0,2.0,25.0
35852,Beach Street Grill,380 Beach St,San Francisco,CA,94133,37.807358,-122.415294,POINT (-122.415294 37.807358),Unknown,35852_20190904,2019-09-04,90.0,Routine - Unscheduled,35852_20190904_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,99.0,99.0,6.0,3.0,23.0
1203,Tawan'S Thai Food,4403 GEARY Blvd,San Francisco,CA,94118,37.780834,-122.46659,POINT (-122.46659 37.780834),14155755175.0,1203_20180802,2018-08-02,77.0,Routine - Unscheduled,1203_20180802_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0,5.0,8.0,4.0,11.0
2334,La Paz Restaurant,1028 POTRERO Ave,San Francisco,CA,94110,37.755693,-122.40665,POINT (-122.40665 37.755693),Unknown,2334_20171128,2017-11-28,88.0,Routine - Unscheduled,2334_20171128_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53.0,53.0,3.0,2.0,20.0
5258,Iberia Catering,2850 ALEMANY Blvd,San Francisco,CA,94112,37.712715,-122.451363,POINT (-122.451363 37.712715),Unknown,5258_20170308,2017-03-08,94.0,Routine - Unscheduled,5258_20170308_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,66.0,66.0,9.0,1.0,28.0
29246,Rico Pan Bakery,3717 Mission St,San Francisco,CA,94110,37.737021,-122.424078,POINT (-122.424078 37.737021),Unknown,29246_20171116,2017-11-16,94.0,Routine - Unscheduled,29246_20171116_103154,Unclean or degraded floors walls or ceilings,Low Risk,61.0,61.0,9.0,2.0,2.0
3267,The Olive Garden Italian,3251 20th Ave,San Francisco,CA,94132,37.728497,-122.475639,POINT (-122.475639 37.728497),14155666770.0,3267_20190815,2019-08-15,96.0,Routine - Unscheduled,3267_20190815_103133,Foods not protected from contamination,Moderate Risk,41.0,41.0,10.0,8.0,16.0
35591,The Monk'S Kettle,3141 16TH St,San Francisco,CA,94103,37.764814,-122.422979,POINT (-122.422979 37.764814),14155869523.0,35591_20180109,2018-01-09,87.0,Routine - Unscheduled,35591_20180109_103103,High risk food holding temperature,High Risk,37.0,37.0,3.0,5.0,20.0
63646,Sfdh - Harry Denton'S Starlight Room,450 Powell St 21st Floor,San Francisco,CA,94108,37.788782,-122.408439,POINT (-122.408439 37.788782),14155397755.0,63646_20190212,2019-02-12,91.0,Routine - Unscheduled,63646_20190212_103109,Unclean or unsanitary food contact surfaces,High Risk,19.0,19.0,6.0,3.0,8.0
61514,Foods Co #357,1800 FOLSOM St,San Francisco,CA,94103,37.767907,-122.415584,POINT (-122.415584 37.767907),Unknown,61514_20190215,2019-02-15,88.0,Routine - Unscheduled,61514_20190215_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,53.0,53.0,3.0,2.0,20.0
2292,Oriental Seafood Restaurant,2520 NORIEGA St,San Francisco,CA,94122,37.753638,-122.490712,POINT (-122.490712 37.753638),Unknown,2292_20161130,2016-11-30,79.0,Routine - Unscheduled,2292_20161130_103161,Low risk vermin infestation,Low Risk,39.0,39.0,10.0,7.0,35.0
1350,King Of Thai Noodle House,639 CLEMENT St,San Francisco,CA,94118,37.782833,-122.46615,POINT (-122.46615 37.782833),Unknown,1350_20190607,2019-06-07,71.0,Routine - Unscheduled,1350_20190607_103105,Improper cooling methods,High Risk,5.0,5.0,8.0,4.0,11.0
3272,Cigar Bar And Grill,850 Montgomery St,San Francisco,CA,94133,37.797137,-122.403586,POINT (-122.403586 37.797137),Unknown,3272_20161229,2016-12-29,90.0,Routine - Unscheduled,3272_20161229_103127,Noncompliance with HAACP plan or variance,Moderate Risk,106.0,106.0,6.0,3.0,6.0
999,Serrano'S Pizza Ii,3274 21st St,San Francisco,CA,94110,37.756997,-122.420534,POINT (-122.420534 37.756997),14155691615.0,999_20180123,2018-01-23,80.0,Routine - Unscheduled,999_20180123_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53.0,53.0,3.0,2.0,20.0
239,Just Wonton,1241 Vicente St,San Francisco,CA,94116,37.739063,-122.480409,POINT (-122.480409 37.739063),Unknown,239_20181204,2018-12-04,88.0,Routine - Unscheduled,239_20181204_103133,Foods not protected from contamination,Moderate Risk,40.0,40.0,10.0,7.0,35.0
63755,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,San Francisco,CA,94133,37.80824,-122.410189,POINT (-122.410189 37.80824),Unknown,63755_20161007,2016-10-07,78.0,Routine - Unscheduled,63755_20161007_103157,Food safety certificate or food handler card not available,Low Risk,99.0,99.0,6.0,3.0,23.0
64745,Mint,1 Dr Carlton B. Goodlett Pl Basement,San Francisco,CA,94102,37.778492,-122.418291,POINT (-122.418291 37.778492),Unknown,64745_20180518,2018-05-18,90.0,Routine - Unscheduled,64745_20180518_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,21.0,21.0,4.0,10.0,36.0
2743,Noah'S New York Bagels #2147,2300 16 th St,San Francisco,CA,94103,37.765708,-122.409002,POINT (-122.409002 37.765708),14155862802.0,2743_20161024,2016-10-24,84.0,Routine - Unscheduled,2743_20161024_103114,High risk vermin infestation,High Risk,53.0,53.0,3.0,9.0,20.0
2836,Hard Rock Cafe,Pier 39  Building Q1,San Francisco,CA,94133,37.80824,-122.410189,POINT (-122.410189 37.80824),Unknown,2836_20171005,2017-10-05,92.0,Routine - Unscheduled,2836_20171005_103120,Moderate risk food holding temperature,Moderate Risk,99.0,99.0,6.0,3.0,23.0
4846,North Beach Pizza,3054 TARAVAL St,San Francisco,CA,94116,37.742048,-122.499002,POINT (-122.499002 37.742048),Unknown,4846_20170830,2017-08-30,87.0,Routine - Unscheduled,4846_20170830_103154,Unclean or degraded floors walls or ceilings,Low Risk,39.0,39.0,10.0,7.0,35.0
5927,Cornerstones Academy,801 SILVER Ave,San Francisco,CA,94134,37.729108,-122.418728,POINT (-122.418728 37.729108),Unknown,5927_20190204,2019-02-04,89.0,Routine - Unscheduled,5927_20190204_103105,Improper cooling methods,High Risk,92.0,92.0,2.0,2.0,25.0
58745,San Francisco Tennis Club,645 05th St,San Francisco,CA,94107,37.776109,-122.398082,POINT (-122.398082 37.776109),Unknown,58745_20170112,2017-01-12,85.0,Routine - Unscheduled,58745_20170112_103144,Unapproved or unmaintained equipment or utensils,Low Risk,32.0,32.0,1.0,10.0,34.0
