business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,neighborhoods,sf_find_neighborhoods,current_police_districts,current_supervisor_districts,analysis_neighborhoods
90539,Andronica'S Community Markets,1200 Irving St,San Francisco,CA,94122,None,None,None,Unknown,90539_20180822,2018-08-22,87.0,Complaint,90539_20180822_103161,Low risk vermin infestation,Low Risk,,,,,
76998,Zain'S Liquor,34 03rd St,San Francisco,CA,94103,None,None,None,Unknown,76998_20171128,2017-11-28,96.0,Routine - Unscheduled,76998_20171128_103139,Improper food storage,Low Risk,,,,,
81342,Sour Flour,3861 24th St,San Francisco,CA,Unknown,None,None,None,14155501210.0,81342_20180414,2018-04-14,92.0,Routine - Unscheduled,81342_20180414_103143,Inadequate warewashing facilities or equipment,Low Risk,,,,,
91205,The Meatball Bar,126 Sutter St,San Francisco,CA,94104,None,None,None,Unknown,91205_20190722,2019-07-22,81.0,Routine - Unscheduled,91205_20190722_103161,Low risk vermin infestation,Low Risk,,,,,
90588,Tekka House,678 Chenery St,San Francisco,CA,94131,None,None,None,14155918891.0,90588_20180503,2018-05-03,85.0,Routine - Unscheduled,90588_20180503_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
76218,Tenderloin Market & Deli,200 Leavenworth,San Francisco,CA,94102,None,None,None,Unknown,76218_20190124,2019-01-24,60.0,Routine - Unscheduled,76218_20190124_103155,Unapproved  living quarters in food facility,Low Risk,,,,,
73871,Grand Hotpot Lounge Inc.,3565 Geary Blvd,San Francisco,CA,94118,None,None,None,14155307082.0,73871_20171106,2017-11-06,81.0,Routine - Unscheduled,73871_20171106_103147,Inadequate ventilation or lighting,Low Risk,,,,,
70576,Kj Produce Market,400 IRVING St,San Francisco,CA,94122,None,None,None,14155562208.0,70576_20181012,2018-10-12,86.0,Routine - Unscheduled,70576_20181012_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
68160,Gourmet Carousel,1559 FRANKLIN St,San Francisco,CA,94109,37.789073,-122.423784,POINT (-122.423784 37.789073),Unknown,68160_20181107,2018-11-07,70.0,Routine - Unscheduled,68160_20181107_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,100.0,100.0,4.0,6.0,39.0
68832,Bayshore Market Deli & Liquor,300 BAYSHORE Blvd,San Francisco,CA,94124,37.743065,-122.405284,POINT (-122.405284 37.743065),Unknown,68832_20190422,2019-04-22,84.0,Routine - Unscheduled,68832_20190422_103129,Insufficient hot water or running water,Moderate Risk,82.0,82.0,2.0,2.0,2.0
69680,Rich Table,199 GOUGH St,San Francisco,CA,94102,37.775001,-122.422655,POINT (-122.422655 37.775001),Unknown,69680_20190122,2019-01-22,92.0,Routine - Unscheduled,69680_20190122_103144,Unapproved or unmaintained equipment or utensils,Low Risk,26.0,26.0,4.0,11.0,9.0
85578,Osaka Sushi,460 Castro St,San Francisco,CA,94114,None,None,None,14155258828.0,85578_20181018,2018-10-18,83.0,Routine - Unscheduled,85578_20181018_103133,Foods not protected from contamination,Moderate Risk,,,,,
84103,Tfm Cafe,1353 Taraval St,San Francisco,CA,94116,None,None,None,14150886154.0,84103_20171013,2017-10-13,90.0,Routine - Unscheduled,84103_20171013_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
89453,Burger King #4668,1690 Valencia St.,San Francisco,CA,94110,None,None,None,Unknown,89453_20171018,2017-10-18,81.0,Routine - Unscheduled,89453_20171018_103156,Permit license or inspection report not posted,Low Risk,,,,,
79410,Rintaro,82 14th St,San Francisco,CA,94103,None,None,None,14155713926.0,79410_20190221,2019-02-21,90.0,Routine - Unscheduled,79410_20190221_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
84887,Silver Market Inc.,2501 San Bruno Ave,San Francisco,CA,94134,None,None,None,Unknown,84887_20170421,2017-04-21,87.0,Complaint,84887_20170421_103103,High risk food holding temperature,High Risk,,,,,
66280,The Posh Bagel,742 IRVING St,San Francisco,CA,94122,37.764088,-122.465872,POINT (-122.465872 37.764088),Unknown,66280_20180216,2018-02-16,96.0,Routine - Unscheduled,66280_20180216_103139,Improper food storage,Low Risk,109.0,109.0,10.0,11.0,14.0
89104,"Tokyo Katana-Ya, Llc",422 Geary St,San Francisco,CA,94102,None,None,None,Unknown,89104_20190702,2019-07-02,84.0,Routine - Unscheduled,89104_20190702_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
65051,Mission Cheese,736 Valencia St,San Francisco,CA,94110,37.761147,-122.421534,POINT (-122.421534 37.761147),14155558667.0,65051_20190529,2019-05-29,90.0,Routine - Unscheduled,65051_20190529_103120,Moderate risk food holding temperature,Moderate Risk,37.0,37.0,3.0,5.0,20.0
79801,Royal Cuckoo Market,3368 19th St,San Francisco,CA,94110,None,None,None,Unknown,79801_20180403,2018-04-03,89.0,Routine - Unscheduled,79801_20180403_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
74283,Pizza Express,813 Cortland Ave,San Francisco,CA,94110,None,None,None,14155303323.0,74283_20170309,2017-03-09,86.0,Routine - Unscheduled,74283_20170309_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
72164,Modern Thai Inc.,1247 Polk St,San Francisco,CA,94109,None,None,None,Unknown,72164_20180215,2018-02-15,89.0,Routine - Unscheduled,72164_20180215_103103,High risk food holding temperature,High Risk,,,,,
83596,Whitechapel,600 Polk St,San Francisco,CA,94102,None,None,None,Unknown,83596_20170814,2017-08-14,81.0,Routine - Unscheduled,83596_20170814_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
90812,Mersea,699 Avenue of the Palms,San Francisco,CA,Unknown,None,None,None,Unknown,90812_20180912,2018-09-12,98.0,Routine - Unscheduled,90812_20180912_103139,Improper food storage,Low Risk,,,,,
69691,1601 Bar & Kitchen,1601 HOWARD St,San Francisco,CA,94103,None,None,None,Unknown,69691_20170725,2017-07-25,78.0,Routine - Unscheduled,69691_20170725_103103,High risk food holding temperature,High Risk,,,,,
78306,Breakfast At Tiffany'S,2499 San Bruno Ave,San Francisco,CA,94134,None,None,None,Unknown,78306_20190411,2019-04-11,89.0,Routine - Unscheduled,78306_20190411_103129,Insufficient hot water or running water,Moderate Risk,,,,,
77546,Fresh Brew Coffee,882 Bush St,San Francisco,CA,94108,None,None,None,Unknown,77546_20170424,2017-04-24,96.0,Routine - Unscheduled,77546_20170424_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
83841,Bruno'S Pizza & Restaurant,1375 Fillmore St,San Francisco,CA,94115,None,None,None,Unknown,83841_20190131,2019-01-31,81.0,Routine - Unscheduled,83841_20190131_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
69465,La Corneta,2731 MISSION St,San Francisco,CA,94110,37.753336,-122.418494,POINT (-122.418494 37.753336),14155647001.0,69465_20170824,2017-08-24,93.0,Routine - Unscheduled,69465_20170824_103103,High risk food holding temperature,High Risk,53.0,53.0,3.0,2.0,20.0
70983,M.Y. China,845 Market St Ste. 400,San Francisco,CA,94103,None,None,None,Unknown,70983_20161013,2016-10-13,93.0,Routine - Unscheduled,70983_20161013_103103,High risk food holding temperature,High Risk,,,,,
82100,New Taraval Cafe,1054 Taraval St,San Francisco,CA,94116,None,None,None,14155501232.0,82100_20190905,2019-09-05,81.0,Routine - Unscheduled,82100_20190905_103131,Moderate risk vermin infestation,Moderate Risk,,,,,
81033,May Lee Restaurant,1256 7th Ave,San Francisco,CA,94122,None,None,None,14155241006.0,81033_20190507,2019-05-07,80.0,Routine - Unscheduled,81033_20190507_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,
75637,Sushi Bistro,431 Balboa St,San Francisco,CA,94118,None,None,None,14155937100.0,75637_20171018,2017-10-18,83.0,Routine - Unscheduled,75637_20171018_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
86359,Bill'S Place,2315 Clement St,San Francisco,CA,94121,None,None,None,Unknown,86359_20170619,2017-06-19,79.0,Routine - Unscheduled,86359_20170619_103139,Improper food storage,Low Risk,,,,,
93619,Altovino,1358 Mason St,San Francisco,CA,94133,None,None,None,Unknown,93619_20190918,2019-09-18,90.0,Routine - Unscheduled,93619_20190918_103161,Low risk vermin infestation,Low Risk,,,,,
67510,Subway Sandwiches,215 Fremont St,San Francisco,CA,94105,37.788864,-122.394613,POINT (-122.394613 37.788864),Unknown,67510_20190829,2019-08-29,77.0,Routine - Unscheduled,67510_20190829_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,32.0,32.0,1.0,10.0,8.0
65549,La Ciccia,291 30th St,San Francisco,CA,94131,37.742064,-122.426618,POINT (-122.426618 37.742064),Unknown,65549_20180619,2018-06-19,93.0,Routine - Unscheduled,65549_20180619_103109,Unclean or unsanitary food contact surfaces,High Risk,59.0,59.0,9.0,5.0,10.0
80164,Ramen Underground,356 Kearny St,San Francisco,CA,94108,None,None,None,Unknown,80164_20190227,2019-02-27,87.0,Reinspection/Followup,80164_20190227_103132,Improper thawing methods,Moderate Risk,,,,,
76510,Indochine 508,508 Valencia St,San Francisco,CA,94112,None,None,None,14155625022.0,76510_20190327,2019-03-27,70.0,Routine - Unscheduled,76510_20190327_103103,High risk food holding temperature,High Risk,,,,,
91615,Little Szechuan,501 Broadway St,San Francisco,CA,94133,None,None,None,Unknown,91615_20190404,2019-04-04,77.0,Routine - Unscheduled,91615_20190404_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
72024,Tacobar,2401 California St,San Francisco,CA,94115,None,None,None,14155677745.0,72024_20170508,2017-05-08,90.0,Routine - Unscheduled,72024_20170508_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
68615,Osha Express,1 Market St #21B,San Francisco,CA,94105,37.794347,-122.394932,POINT (-122.394932 37.794347),Unknown,68615_20190723,2019-07-23,80.0,Routine - Unscheduled,68615_20190723_103157,Food safety certificate or food handler card not available,Low Risk,108.0,108.0,6.0,10.0,8.0
90029,Sharetea,865 Market St Suite 9003,San Francisco,CA,94103,None,None,None,Unknown,90029_20180416,2018-04-16,94.0,Routine - Unscheduled,90029_20180416_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,,,,,
87209,The Halal Guys,340 O'Farrell St,San Francisco,CA,94102,None,None,None,Unknown,87209_20190109,2019-01-09,94.0,Routine - Unscheduled,87209_20190109_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
84500,The Plant Cafe Organic,250 Montgomery St,San Francisco,CA,94104,None,None,None,Unknown,84500_20171213,2017-12-13,96.0,Routine - Unscheduled,84500_20171213_103118,Employee eating or smoking,Moderate Risk,,,,,
66517,Mela Tandoori Kitchen,536 Golden Gate Ave,San Francisco,CA,94102,37.781168,-122.419494,POINT (-122.419494 37.781168),Unknown,66517_20170120,2017-01-20,76.0,Routine - Unscheduled,66517_20170120_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,21.0,21.0,4.0,10.0,36.0
87556,Genji,1765 California St,San Francisco,CA,94109,None,None,None,Unknown,87556_20190627,2019-06-27,89.0,Routine - Unscheduled,87556_20190627_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
86156,Jamba Juice,"865 Market St, #210",San Francisco,CA,94103,None,None,None,Unknown,86156_20171101,2017-11-01,94.0,Routine - Unscheduled,86156_20171101_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
93549,General Tso Kitchen Inc,3741 Geary Blvd,San Francisco,CA,94118,None,None,None,Unknown,93549_20181126,2018-11-26,81.0,Routine - Unscheduled,93549_20181126_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
84393,Sf Food Market,4614 03rd St,San Francisco,CA,94124,None,None,None,Unknown,84393_20180524,2018-05-24,83.0,Routine - Unscheduled,84393_20180524_103112,No hot water or running water,High Risk,,,,,
77826,Ginto,658 Market St,San Francisco,CA,94104,None,None,None,Unknown,77826_20190314,2019-03-14,81.0,Routine - Unscheduled,77826_20190314_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
86404,Fresh & Natural Cafe,2425 Geary Blvd,San Francisco,CA,94115,None,None,None,14155832719.0,86404_20190318,2019-03-18,90.0,Routine - Unscheduled,86404_20190318_103129,Insufficient hot water or running water,Moderate Risk,,,,,
87482,Rinconcito Nicaraguense,2943 Mission St,San Francisco,CA,94110,None,None,None,14155644620.0,87482_20190528,2019-05-28,87.0,Complaint,87482_20190528_103138,Improper storage use or identification of toxic substances,Low Risk,,,,,
76914,Wingtip,550 Montgomery St 10th Floor,San Francisco,CA,94111,None,None,None,Unknown,76914_20161209,2016-12-09,86.0,Routine - Unscheduled,76914_20161209_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,
74999,Dolores Park Cafe,501 Dolores St,San Francisco,CA,94110,None,None,None,14155622936.0,74999_20170914,2017-09-14,87.0,Complaint,74999_20170914_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
85333,Illy Caffe Sf_Battery Street,123 Battery St,San Francisco,CA,94111,None,None,None,Unknown,85333_20190610,2019-06-10,87.0,Routine - Unscheduled,85333_20190610_103143,Inadequate warewashing facilities or equipment,Low Risk,,,,,
91853,Jake'S Steaks,3301 Buchanan St,San Francisco,CA,94123,None,None,None,Unknown,91853_20180508,2018-05-08,90.0,Routine - Unscheduled,91853_20180508_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
79753,Mazarine Coffee,720 Market St,San Francisco,CA,94102,None,None,None,Unknown,79753_20161014,2016-10-14,94.0,Routine - Unscheduled,79753_20161014_103139,Improper food storage,Low Risk,,,,,
89772,Uma Casa,1550 Church St,San Francisco,CA,94131,None,None,None,14155822264.0,89772_20180320,2018-03-20,92.0,Routine - Unscheduled,89772_20180320_103139,Improper food storage,Low Risk,,,,,
90989,"At&T Park - Cream, Inc.",24 Willie Mays Plaza,San Francisco,CA,94107,None,None,None,Unknown,90989_20170424,2017-04-24,98.0,Routine - Unscheduled,90989_20170424_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
92339,Bar Struzzo,225 Powell St,San Francisco,CA,94102,None,None,None,14155397700.0,92339_20190429,2019-04-29,92.0,Routine - Unscheduled,92339_20190429_103139,Improper food storage,Low Risk,,,,,
84256,Royal Ground Coffee,2342 Clement St,San Francisco,CA,94121,None,None,None,Unknown,84256_20161209,2016-12-09,83.0,Routine - Unscheduled,84256_20161209_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
69152,Polo Grounds Pub & Grill,747 03rd St,San Francisco,CA,94107,None,None,None,Unknown,69152_20170816,2017-08-16,86.0,Routine - Unscheduled,69152_20170816_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,,,,,
89059,Nande-Ya,1737 Post St 375,San Francisco,CA,94115,None,None,None,14153685768.0,89059_20180716,2018-07-16,74.0,Routine - Unscheduled,89059_20180716_103132,Improper thawing methods,Moderate Risk,,,,,
74797,Bayview Hunters Point Ymca,1601 Lane St,San Francisco,CA,94124,None,None,None,14155827728.0,74797_20190220,2019-02-20,90.0,Routine - Unscheduled,74797_20190220_103129,Insufficient hot water or running water,Moderate Risk,,,,,
85683,Chico'S Pizza,468 Ellis St,San Francisco,CA,94109,None,None,None,14155600047.0,85683_20180305,2018-03-05,92.0,Routine - Unscheduled,85683_20180305_103157,Food safety certificate or food handler card not available,Low Risk,,,,,
72153,Kwik & Convenient,600 Monterey Blvd,San Francisco,CA,94127,None,None,None,14155334140.0,72153_20170425,2017-04-25,92.0,Routine - Unscheduled,72153_20170425_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
69492,Bay Area Little John'S Candies,1422 Market St,San Francisco,CA,94102,None,None,None,Unknown,69492_20170901,2017-09-01,92.0,Routine - Unscheduled,69492_20170901_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,
81460,"Le Soleil International Holdings, Inc",133 Clement  St.,San Francisco,CA,94118,None,None,None,14155664848.0,81460_20190523,2019-05-23,75.0,Routine - Unscheduled,81460_20190523_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
84548,Gus'S Community Market,2111 Harrison St,San Francisco,CA,94110,None,None,None,Unknown,84548_20190123,2019-01-23,78.0,Routine - Unscheduled,84548_20190123_103132,Improper thawing methods,Moderate Risk,,,,,
81887,Bashfull Bull Too,3600 Taraval St,San Francisco,CA,94116,None,None,None,14155758112.0,81887_20170118,2017-01-18,83.0,Routine - Unscheduled,81887_20170118_103133,Foods not protected from contamination,Moderate Risk,,,,,
71831,Cafe Terminus,16 California St,San Francisco,CA,94111,None,None,None,Unknown,71831_20190716,2019-07-16,85.0,Routine - Unscheduled,71831_20190716_103156,Permit license or inspection report not posted,Low Risk,,,,,
80931,Sotto Mare Oysteria & Seafood,552 Green St,San Francisco,CA,94133,None,None,None,14155393181.0,80931_20180123,2018-01-23,86.0,Routine - Unscheduled,80931_20180123_103118,Employee eating or smoking,Moderate Risk,,,,,
84863,The Blue Light,1979 Union St,San Francisco,CA,94123,None,None,None,Unknown,84863_20180103,2018-01-03,78.0,Routine - Unscheduled,84863_20180103_103133,Foods not protected from contamination,Moderate Risk,,,,,
66874,Peninsula Seafood Restaurant,641 Jackson St,San Francisco,CA,94133,37.79607,-122.405846,POINT (-122.405846 37.79607),Unknown,66874_20171130,2017-11-30,78.0,Routine - Unscheduled,66874_20171130_103161,Low risk vermin infestation,Low Risk,104.0,104.0,6.0,3.0,6.0
85095,T-28 Bakery & Café,1753 Taraval St,San Francisco,CA,94116,None,None,None,14155688200.0,85095_20180824,2018-08-24,85.0,Routine - Unscheduled,85095_20180824_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,
87203,The Morris,2501 Mariposa St,San Francisco,CA,94110,None,None,None,14150710693.0,87203_20180705,2018-07-05,90.0,Routine - Unscheduled,87203_20180705_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,
92022,Kabob Trolley #3,428 11th St,San Francisco,CA,94103,None,None,None,14155424268.0,92022_20170617,2017-06-17,98.0,Routine - Unscheduled,92022_20170617_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,
77404,Shabu Bar,219 King St,San Francisco,CA,94107,None,None,None,Unknown,77404_20180123,2018-01-23,68.0,Routine - Unscheduled,77404_20180123_103105,Improper cooling methods,High Risk,,,,,
82563,Noriega Produce Llc,3821 Noriega St,San Francisco,CA,94122,None,None,None,14155560370.0,82563_20170630,2017-06-30,85.0,Routine - Unscheduled,82563_20170630_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
81713,Julie'S Kitchen,50 Post St,San Francisco,CA,94104,None,None,None,Unknown,81713_20180523,2018-05-23,87.0,Routine - Unscheduled,81713_20180523_103103,High risk food holding temperature,High Risk,,,,,
74508,Guckenheimer/Blue Shield Of Ca,50 Beale St 23rd Floor,San Francisco,CA,94105,None,None,None,Unknown,74508_20170721,2017-07-21,74.0,Routine - Unscheduled,74508_20170721_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,
79345,Bayshore Taqueria,300 Bayshore Blvd #A,San Francisco,CA,94124,None,None,None,Unknown,79345_20190125,2019-01-25,87.0,Reinspection/Followup,79345_20190125_103142,Unclean nonfood contact surfaces,Low Risk,,,,,
66985,Pho Vietnam San Francisco,1406 Polk St,San Francisco,CA,94109,37.78973,-122.420445,POINT (-122.420445 37.78973),Unknown,66985_20180524,2018-05-24,96.0,Routine - Unscheduled,66985_20180524_103120,Moderate risk food holding temperature,Moderate Risk,105.0,105.0,4.0,3.0,21.0
87939,Humphry Slocombe Ice Cream,TFF Event Operations,San Francisco,CA,Unknown,None,None,None,Unknown,87939_20180601,2018-06-01,96.0,Routine - Unscheduled,87939_20180601_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,
89305,Golden Coast Restaurant,1540 Ocean St,San Francisco,CA,94112,None,None,None,14155608877.0,89305_20190916,2019-09-16,78.0,Routine - Unscheduled,89305_20190916_103132,Improper thawing methods,Moderate Risk,,,,,
68298,Walgreens #4609,1301 Market St,San Francisco,CA,94103,37.777168,-122.416702,POINT (-122.416702 37.777168),Unknown,68298_20170504,2017-05-04,94.0,Routine - Unscheduled,68298_20170504_103144,Unapproved or unmaintained equipment or utensils,Low Risk,32.0,32.0,5.0,10.0,34.0
80063,Marlowe,500 Brannan St,San Francisco,CA,94107,None,None,None,Unknown,80063_20190520,2019-05-20,88.0,Routine - Unscheduled,80063_20190520_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
86359,Bill'S Place,2315 Clement St,San Francisco,CA,94121,None,None,None,Unknown,86359_20190909,2019-09-09,90.0,Routine - Unscheduled,86359_20190909_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
66679,New Woey Loy Goey Restaurant,699 Jackson St,San Francisco,CA,94133,37.796013,-122.406507,POINT (-122.406507 37.796013),Unknown,66679_20171108,2017-11-08,70.0,Routine - Unscheduled,66679_20171108_103147,Inadequate ventilation or lighting,Low Risk,104.0,104.0,6.0,3.0,6.0
81460,"Le Soleil International Holdings, Inc",133 Clement  St.,San Francisco,CA,94118,None,None,None,14155664848.0,81460_20190523,2019-05-23,75.0,Routine - Unscheduled,81460_20190523_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,
89276,"Fresca Gardens, Inc","135 4th St,  FC-6",San Francisco,CA,94103,None,None,None,14155223531.0,89276_20180117,2018-01-17,88.0,Routine - Unscheduled,89276_20180117_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,
93080,The Organic Coup,455 Market St.,San Francisco,CA,94105,None,None,None,Unknown,93080_20190430,2019-04-30,96.0,Routine - Unscheduled,93080_20190430_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
90685,The Douglas Room,345 Taylor St,San Francisco,CA,94102,None,None,None,Unknown,90685_20190506,2019-05-06,91.0,Routine - Unscheduled,90685_20190506_103143,Inadequate warewashing facilities or equipment,Low Risk,,,,,
70281,Shai Lai Seafood Restaurant,6253 GEARY Blvd,San Francisco,CA,94121,None,None,None,14155617349.0,70281_20180501,2018-05-01,79.0,Routine - Unscheduled,70281_20180501_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
66297,Eggwhite Cafe,3401 MISSION St,San Francisco,CA,94110,37.742073,-122.422133,POINT (-122.422133 37.742073),Unknown,66297_20190606,2019-06-06,90.0,Routine - Unscheduled,66297_20190606_103120,Moderate risk food holding temperature,Moderate Risk,83.0,83.0,9.0,2.0,2.0
72164,Modern Thai Inc.,1247 Polk St,San Francisco,CA,94109,None,None,None,Unknown,72164_20161024,2016-10-24,75.0,Routine - Unscheduled,72164_20161024_103139,Improper food storage,Low Risk,,,,,
87327,Chez Maman,1401 A 18th St,San Francisco,CA,94107,None,None,None,14155659542.0,87327_20181128,2018-11-28,86.0,Routine - Unscheduled,87327_20181128_103132,Improper thawing methods,Moderate Risk,,,,,
82354,I Tea S.F,2150 Irving St,San Francisco,CA,94122,None,None,None,Unknown,82354_20170127,2017-01-27,90.0,Routine - Unscheduled,82354_20170127_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,
71056,The Iron Cactus,683 04th St,San Francisco,CA,94107,37.77741,-122.395283,POINT (-122.395283 37.77741),Unknown,71056_20190205,2019-02-05,88.0,Routine - Unscheduled,71056_20190205_103157,Food safety certificate or food handler card not available,Low Risk,32.0,32.0,1.0,10.0,34.0
78852,Pork Store Cafe Valencia,3122 16th St,San Francisco,CA,94103,None,None,None,14155625523.0,78852_20180723,2018-07-23,80.0,Routine - Unscheduled,78852_20180723_103105,Improper cooling methods,High Risk,,,,,
76998,Zain'S Liquor,34 03rd St,San Francisco,CA,94103,None,None,None,Unknown,76998_20190611,2019-06-11,96.0,Routine - Unscheduled,76998_20190611_103148,No thermometers or uncalibrated thermometers,Low Risk,,,,,
79821,Perilla Vietnamese Cuisine,836 Irving St,San Francisco,CA,94122,None,None,None,14155569980.0,79821_20190828,2019-08-28,76.0,Routine - Unscheduled,79821_20190828_103114,High risk vermin infestation,High Risk,,,,,
76543,Curry Leaf,943 Columbus Ave,San Francisco,CA,94133,None,None,None,Unknown,76543_20180410,2018-04-10,90.0,Routine - Unscheduled,76543_20180410_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,
70459,Garaje,475 03rd St,San Francisco,CA,94107,37.781572,-122.396081,POINT (-122.396081 37.781572),Unknown,70459_20180806,2018-08-06,87.0,Complaint,70459_20180806_103138,Improper storage use or identification of toxic substances,Low Risk,32.0,32.0,1.0,10.0,8.0
85787,Hd Rice Noodles,1395 Noriega St,San Francisco,CA,94122,None,None,None,14155923570.0,85787_20190430,2019-04-30,70.0,Routine - Unscheduled,85787_20190430_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,
85183,John Colins,138 Minna St,San Francisco,CA,94105,None,None,None,Unknown,85183_20161214,2016-12-14,88.0,Routine - Unscheduled,85183_20161214_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
82998,Loews Regency San Francisco (Bar Pantry),222  St 1st Floor,San Francisco,CA,94104,None,None,None,Unknown,82998_20190109,2019-01-09,96.0,Routine - Unscheduled,82998_20190109_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,,,,,
89733,Hawker Fare,680 Valencia St.,San Francisco,CA,94110,None,None,None,Unknown,89733_20171120,2017-11-20,75.0,Routine - Unscheduled,89733_20171120_103108,Contaminated or adulterated food,High Risk,,,,,
89324,August1Five,524 Van Ness Ave,San Francisco,CA,94102,None,None,None,Unknown,89324_20180705,2018-07-05,88.0,Routine - Unscheduled,89324_20180705_103141,Improper food labeling or menu misrepresentation,Low Risk,,,,,
89640,The Bindery,1727 Haight St,San Francisco,CA,94117,None,None,None,Unknown,89640_20180926,2018-09-26,94.0,Routine - Unscheduled,89640_20180926_103156,Permit license or inspection report not posted,Low Risk,,,,,
68242,Bacon Bacon Llc,205 A Frederick St,San Francisco,CA,94117,None,None,None,Unknown,68242_20180206,2018-02-06,88.0,Routine - Unscheduled,68242_20180206_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,
66402,Lucky Horseshoe Bar Llc,453 CORTLAND Ave,San Francisco,CA,94110,37.739161,-122.416967,POINT (-122.416967 37.739161),Unknown,66402_20180327,2018-03-27,94.0,Routine - Unscheduled,66402_20180327_103144,Unapproved or unmaintained equipment or utensils,Low Risk,83.0,83.0,9.0,2.0,2.0
92611,Kusina Ni Tess,237 Ellis St,San Francisco,CA,94102,None,None,None,Unknown,92611_20180712,2018-07-12,90.0,Routine - Unscheduled,92611_20180712_103133,Foods not protected from contamination,Moderate Risk,,,,,
91873,Pressed,3 Embarcadero Center  #3210,San Francisco,CA,94111,None,None,None,Unknown,91873_20170629,2017-06-29,87.0,New Ownership,91873_20170629_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
90878,Jiffy Dog,2175 Market St (N),San Francisco,CA,94114,None,None,None,14155604012.0,90878_20171109,2017-11-09,92.0,Routine - Unscheduled,90878_20171109_103157,Food safety certificate or food handler card not available,Low Risk,,,,,
87167,Poke Bowl,1250 Ocean Ave,San Francisco,CA,94112,None,None,None,14155666408.0,87167_20170412,2017-04-12,88.0,Routine - Unscheduled,87167_20170412_103120,Moderate risk food holding temperature,Moderate Risk,,,,,
79598,Oasis Grill,100 01st St 110,San Francisco,CA,94105,None,None,None,Unknown,79598_20170313,2017-03-13,70.0,Routine - Unscheduled,79598_20170313_103156,Permit license or inspection report not posted,Low Risk,,,,,
